"Direction","InterfaceName","DataType","Group","RefBlock","InternalSymbol","Description","Note","ItemCount"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_ABS_2.RHRWheelSpeedValidData","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_ABS_2/RHRWheelSpeedValidData","Veh_1_B.VCar_Inport_p4","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_ABS_G.ABSFailSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_ABS_G/ABSFailSts","Veh_1_B.VCar_Inport_ks","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_ABS_G.Checksum","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_ABS_G/Checksum","Veh_1_B.VCar_Inport_h1","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_ABS_G.EBDFailSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_ABS_G/EBDFailSts","Veh_1_B.VCar_Inport_cl","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_ABS_G.MessageCounter","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_ABS_G/MessageCounter","Veh_1_B.VCar_Inport_gt","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_ABS_G.VehicleSpeedVSOSig","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_ABS_G/VehicleSpeedVSOSig","Veh_1_B.VCar_Inport_fb","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_ABS_G.VehicleSpeedVSOSigValidData","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_ABS_G/VehicleSpeedVSOSigValidData","Veh_1_B.VCar_Inport_gn","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_1.BMS_BattDisconnectWLS","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_1/BMS_BattDisconnectWLS","Veh_1_B.VCar_Inport_je","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_1.BMS_bBattMaintainLightReq","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_1/BMS_bBattMaintainLightReq","Veh_1_B.VCar_Inport_lz","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_1.BMS_ChgConnectLightSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_1/BMS_ChgConnectLightSts","Veh_1_B.VCar_Inport_m2a","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_1.BMS_MaxChgCurr","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_1/BMS_MaxChgCurr","Veh_1_B.VCar_Inport_iw","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_1.BMS_MaxDischgCurr","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_1/BMS_MaxDischgCurr","Veh_1_B.VCar_Inport_jq","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_1.BMS_SOC","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_1/BMS_SOC","Veh_1_B.VCar_Inport_ij","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_3.BMS_AverageBattTemp","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_3/BMS_AverageBattTemp","Veh_1_B.VCar_Inport_ba","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_3.BMS_BatteryCurrent","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_3/BMS_BatteryCurrent","Veh_1_B.VCar_Inport_ge","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_3.BMS_BattVolt","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_3/BMS_BattVolt","Veh_1_B.VCar_Inport_p1d","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_3.BMS_DCBusVoltage","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_3/BMS_DCBusVoltage","Veh_1_B.VCar_Inport_lm","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_6.BMS__BattContFail","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_6/BMS__BattContFail","Veh_1_B.VCar_Inport_ns","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_6.BMS__InterlockSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_6/BMS__InterlockSts","Veh_1_B.VCar_Inport_l3","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_6.BMS__PosBattContSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_6/BMS__PosBattContSts","Veh_1_B.VCar_Inport_hp","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_6.BMS__PrechargeSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_6/BMS__PrechargeSts","Veh_1_B.VCar_Inport_lo","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_6.BMS_BattConstantSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_6/BMS_BattConstantSts","Veh_1_B.VCar_Inport_ny1","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_6.BMS_bKeepWarmSet","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_6/BMS_bKeepWarmSet","Veh_1_B.VCar_Inport_ejv","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_6.BMS_ChgFault_Grade","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_6/BMS_ChgFault_Grade","Veh_1_B.VCar_Inport_pf","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_6.BMS_DcChgRelaySts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_6/BMS_DcChgRelaySts","Veh_1_B.VCar_Inport_nd","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_6.BMS_DisChgfault_Grade","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_6/BMS_DisChgfault_Grade","Veh_1_B.VCar_Inport_fu","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_6.BMS_Powerdown","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_6/BMS_Powerdown","Veh_1_B.VCar_Inport_kp","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_6.BMS_PrechargeContSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_6/BMS_PrechargeContSts","Veh_1_B.VCar_Inport_oe","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_6.BMS_PTCSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_6/BMS_PTCSts","Veh_1_B.VCar_Inport_hh","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_6.BMS_SmaChrgReq","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_6/BMS_SmaChrgReq","Veh_1_B.VCar_Inport_ct","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_6.BMS_SmaChrgSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_6/BMS_SmaChrgSts","Veh_1_B.VCar_Inport_kzt","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_6.BMS_Sts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_6/BMS_Sts","Veh_1_B.VCar_Inport_jh","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_6.BMS_TotalFautlCount_N1","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_6/BMS_TotalFautlCount_N1","Veh_1_B.VCar_Inport_o2","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_6.BMS_VhlChgControlMode","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_6/BMS_VhlChgControlMode","Veh_1_B.VCar_Inport_cn","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_6.BMS_vhlDTBOXode","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_6/BMS_vhlDTBOXode","Veh_1_B.VCar_Inport_gc","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_6.BMS_workingMode","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_6/BMS_workingMode","Veh_1_B.VCar_Inport_or","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS__CellUnderVoltageSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS__CellUnderVoltageSts","Veh_1_B.VCar_Inport_nm","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_bBatTotalVolSampleBackErr","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_bBatTotalVolSampleBackErr","Veh_1_B.VCar_Inport_jm3","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_bBattPack_MatchErr","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_bBattPack_MatchErr","Veh_1_B.VCar_Inport_fg","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_bCanBusoff","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_bCanBusoff","Veh_1_B.VCar_Inport_fd","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_bCarStorePowerOverCurr","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_bCarStorePowerOverCurr","Veh_1_B.VCar_Inport_od","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_bDischg_loop_interlock","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_bDischg_loop_interlock","Veh_1_B.VCar_Inport_giy","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_bHeatrelayAdhesionSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_bHeatrelayAdhesionSts","Veh_1_B.VCar_Inport_iu","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_bHighVolloopOffErr","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_bHighVolloopOffErr","Veh_1_B.VCar_Inport_cnc","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_bMainRelayAdhesionSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_bMainRelayAdhesionSts","Veh_1_B.VCar_Inport_lq","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_bMainSwitchBreakErr","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_bMainSwitchBreakErr","Veh_1_B.VCar_Inport_ew","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_bOutlettempSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_bOutlettempSts","Veh_1_B.VCar_Inport_jx","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_bOverSOCSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_bOverSOCSts","Veh_1_B.VCar_Inport_f3","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_bPowerSupplyHighErr","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_bPowerSupplyHighErr","Veh_1_B.VCar_Inport_dfl","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_bPowerSupplyLowErr","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_bPowerSupplyLowErr","Veh_1_B.VCar_Inport_bs","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_bPrerelayAdhesionSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_bPrerelayAdhesionSts","Veh_1_B.VCar_Inport_cp","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_bSingleHeatingTimeOutFault","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_bSingleHeatingTimeOutFault","Veh_1_B.VCar_Inport_dj","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_bSOC_JumpErr","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_bSOC_JumpErr","Veh_1_B.VCar_Inport_ewa","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_bTemp_line_breakErr","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_bTemp_line_breakErr","Veh_1_B.VCar_Inport_hs","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_bTmalRunFlt","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_bTmalRunFlt","Veh_1_B.VCar_Inport_g1u","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_bVCU_CAN_FAILED","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_bVCU_CAN_FAILED","Veh_1_B.VCar_Inport_ivi","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_bVolt_linebreakErr","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_bVolt_linebreakErr","Veh_1_B.VCar_Inport_fr","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_CellDiffSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_CellDiffSts","Veh_1_B.VCar_Inport_ay","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_CellOverTempSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_CellOverTempSts","Veh_1_B.VCar_Inport_ga","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_CellOverVoltageSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_CellOverVoltageSts","Veh_1_B.VCar_Inport_bf","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_CellUnderTempSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_CellUnderTempSts","Veh_1_B.VCar_Inport_lr","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_CurrSampleErr","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_CurrSampleErr","Veh_1_B.VCar_Inport_dt","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_Currsensor_CommuErr","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_Currsensor_CommuErr","Veh_1_B.VCar_Inport_em","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_DiffTempSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_DiffTempSts","Veh_1_B.VCar_Inport_irq","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_IsolSuperSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_IsolSuperSts","Veh_1_B.VCar_Inport_c0z","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_OverChgCurrSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_OverChgCurrSts","Veh_1_B.VCar_Inport_pi","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_OverCurrtSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_OverCurrtSts","Veh_1_B.VCar_Inport_fx","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_OverVoltageSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_OverVoltageSts","Veh_1_B.VCar_Inport_mo","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_UnderSOCSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_UnderSOCSts","Veh_1_B.VCar_Inport_dm","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_7.BMS_UnderVoltageSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_7/BMS_UnderVoltageSts","Veh_1_B.VCar_Inport_km","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_9.BMS_12vOutputDisable","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_9/BMS_12vOutputDisable","Veh_1_B.VCar_Inport_jn","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_9.BMS_ChgTime","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_9/BMS_ChgTime","Veh_1_B.VCar_Inport_lj","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_9.BMS_OutputCurrReq","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_9/BMS_OutputCurrReq","Veh_1_B.VCar_Inport_c2","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_9.BMS_OutputVoltReq","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_9/BMS_OutputVoltReq","Veh_1_B.VCar_Inport_mt","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_9.BMS_tOutputModeReq","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_9/BMS_tOutputModeReq","Veh_1_B.VCar_Inport_bv","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_BMS_9.BMS_WorkingMode","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_BMS_9/BMS_WorkingMode","Veh_1_B.VCar_Inport_lju","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_EPS_1.EPSFailSts","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_EPS_1/EPSFailSts","Veh_1_B.VCar_Inport_dos","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_EPS_1.RecoverableFault","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_EPS_1/RecoverableFault","Veh_1_B.VCar_Inport_mu1","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_MCU_1.MCU_ControllerTemp","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_MCU_1/MCU_ControllerTemp","Veh_1_B.VCar_Inport_ib","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_MCU_1.MCU_ControllerTorque","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_MCU_1/MCU_ControllerTorque","Veh_1_B.VCar_Inport_dd","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_MCU_1.MCU_MotorSpeed","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_MCU_1/MCU_MotorSpeed","Veh_1_B.VCar_Inport_nls","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_MCU_1.MCU_MotorTemp","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_MCU_1/MCU_MotorTemp","Veh_1_B.VCar_Inport_g3f","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
"Input","Veh_1.FromVCU.CAN.VCU_Body.GW_MCU_1.MCU_SpeedVechile","Double","VCU/CAN input","Veh_1/FromVCU/CAN/VCU_Body/GW_MCU_1/MCU_SpeedVechile","Veh_1_B.VCar_Inport_ea","","VCU control/status signal; inject CAN out-of-range, missing, or frozen values.","1"
